smiles,homo_eV
c1cnc2c(c1)[se]c1c2c2nsnc2c2cc(cnc12)-c1nccc2nsnc12,-6.11
[nH]1cccc1C1=Cc2[nH]c3c(c2C1)c1c[nH]cc1c1ccc2cocc2c31,-4.37
C1=Cc2ccc3c(oc4cc(-c5scc6CC=Cc56)c5cscc5c34)c2C1,-5.12
c1ccc(nc1)-c1cnc(-c2ccc(-c3nccc4nsnc34)c3cocc23)c2nsnc12,-5.42
[nH]1c(cc2sc3c(ccc4cccnc34)c12)-c1ncncn1,-5.83
c1sc(c2C=C[SiH2]c12)-c1cc2cc3ncc4ccncc4c3cc2c2nsnc12,-5.87
c1cc2ncc3c(cnc4cc(-c5scc6ccoc56)c5nsnc5c34)c2s1,-5.64
c1ccc2c3sc4cc(sc4c3ccc2c1)-c1cccnc1,-5.7
c1c-c2c(-nc1)c1-ncc3ccc4nsnc4c3-c1c1nsnc21,-6.34
c1sc(-c2ccc(o2)-c2ccc(-c3cncc4nsnc34)c3nsnc23)c2ccoc12,-5.28
c1sc(C2=Cc3c([SiH2]2)c2ccc4ccc5c[nH]cc5c4c2c2cocc32)c2cc[nH]c12,-4.71
c1cc2cnc3cc(sc3c2c2nsnc12)-c1ncncn1,-6.4
c1ncc(s1)-c1sc(-c2Cc(cc2)-c2scc3[nH]ccc23)c2ccCc12,-4.6
c1cnc(s1)-c1cnc2c(ccc3ccncc23)c1,-6.17
c1sc(c2[SiH2]ccc12)-c1ccc(nc1)-c1cccnc1,-5.97
c1cc2c3cCcc3c3c(Cc4ccc5ccccc5c34)c2c2c[nH]cc12,-4.64
c1ccc(o1)-c1ccc(o1)-c1sc(-c2cccc3cCcc23)c2sccc12,-4.86
c1cnc(s1)-c1cc2c3cocc3c3c(sc4ccc5=CCC=c5c34)c2o1,-5.01
[nH]1c(cc2[nH]c3C4=C(Cc3c12)C=CC4)-c1scc2CC=Cc12,-4.24
c1cc2ncc(cc2o1)-c1cnc2ccc3nsnc3c2c1,-6.26
c1ccc2c(c1)c1nsnc1c1c3ncc(cc3cnc21)-c1ncncn1,-6.31
[nH]1ccc2Cc3c4CC(=Cc4c4=CCC=c4c3-c12)c1scc2cc[nH]c12,-4.23
c1cc2[se]c3c(cnc4cc(ncc34)-c3nccc4nsnc34)c2cn1,-6.31
c1cc2ncc3c4ncc(cc4[se]c3c2o1)-c1ncncn1,-6.28
[nH]1ccc2c3cocc3c3c4cnc(cc4oc3c12)-c1scc2[nH]ccc12,-4.83
c1cc2c(cc(-c3cc4c(cn3)ccc3=CCC=c43)c3c[nH]cc23)o1,-4.94
c1cc2ncc3c4[se]c(cc4[se]c3c2cn1)-c1ncncn1,-6.29
c1ncc(s1)-c1cc2oc3c(oc4ccc5ccccc5c34)c2s1,-5.36
[nH]1c(cc2c3c[nH]cc3c3c(oc4ccc5nsnc5c34)c12)-c1cncs1,-4.95
[nH]1c(ccc1-c1ncncn1)-c1sc(c2Cccc12)-c1ncncn1,-5.64
c1cc2ncc3c4ncc(cc4oc3c2c2c[nH]cc12)-c1ncncn1,-5.59
c1sc(-c2sc(-c3ccc(nc3)-c3scc4cc[SiH2]c34)c3cc[SiH2]c23)c2ccCc12,-5.47
[nH]1ccc2Cc3c(-c12)c1=C[SiH2]C=c1c1cc([nH]c31)-c1scc2nccnc12,-4.6
c1ccc2c(c1)oc1cc(ncc21)-c1ncncn1,-6.44
[nH]1c2-c3oc(cc3[SiH2]c2c2c1ccc1=CCC=c21)-c1cccc2=CCC=c12,-4.65
c1sc(c2C=C[SiH2]c12)-c1cc2c(cn1)c1c3nsnc3c3ccccc3c1c1=CCC=c21,-5.53
c1cnc2c(c1)oc1cc(ccc21)-c1ncncn1,-6.46
c1ccc(cn1)-c1cnc2c(ccc3c4cnccc4ccc23)c1,-6.15
c1ccc(-c2cnc(-c3ncncn3)c3nsnc23)c2nsnc12,-6.42
c1sc(-c2sc(-c3ccc(cc3)-c3cccc4nsnc34)c3[nH]ccc23)c2cc[nH]c12,-4.6
[nH]1c(cc2[nH]c3c(c4c[nH]cc4c4ccc5c[nH]cc5c34)c12)-c1ccc[se]1,-4.33
c1cc2[se]c3c(cnc4cc(oc34)-c3ncncn3)c2c2=CCC=c12,-5.43
C1=Cc2cc3[se]c4cc(oc4c3cc2C1)-c1scc2ccoc12,-5.05
c1cc2c3cocc3c3c4oc(cc4c4cscc4c3c2s1)-c1scc2CC=Cc12,-4.98
[nH]1c2C3=C(Cc2c2c1ccc1=C[SiH2]C=c21)C=C(C3)c1scc2[nH]ccc12,-4.29
c1ccc2c(c1)oc1c2ncc2cc(oc12)-c1ncncn1,-6.19
c1ccc(cc1)C1=Cc2ncc3c4ccccc4c4=C[SiH2]C=c4c3c2[SiH2]1,-5.69
[nH]1cccc1-c1[SiH2]c2c(c1)[nH]c1c2[nH]c2cc[nH]c12,-4.22
c1sc(-c2cc3oc4c(ncc5ccc6nsnc6c45)c3[se]2)c2C=C[SiH2]c12,-5.69
c1[SiH2]c-2c(-c1)[s]-c1c-2c2ccccc2c2ccc3nsnc3c12,-5.7
[nH]1c2ccc3nsnc3c2c2oc3cc(ncc3c12)-c1cccc2nsnc12,-5.66
c1ccc2c(c1)sc1cc(ncc21)-c1cccnc1,-6.13
c1sc(-c2cnc(s2)-c2ccc(cn2)-c2cccc3c[nH]cc23)c2ccsc12,-5.18
[nH]1c2C3=C(Cc2c2c1ccc1c[nH]cc21)C=C(C3)c1cccc2=CCC=c12,-4.26
c1cc2sc3cc4cc(-c5ccccc5)c5nsnc5c4cc3c2o1,-5.66
[nH]1c2cc(ncc2c2c3nsnc3c3ccoc3c12)-c1cccc2c[nH]cc12,-5.02
[nH]1ccc2[nH]c3-c4oc(cc4Cc3c12)-c1scc2cc[nH]c12,-4.23
c1[SiH2]c(cc1)-c1sc(-c2sc(-c3cccc4cCcc34)c3[se]ccc23)c2cc[nH]c12,-4.69
c1ccc(s1)-c1ccc(-c2sc(-c3nccs3)c3ccsc23)c2cocc12,-5.15
c1cc2c3nsnc3c3c(ncc4ccc5ccccc5c34)c2[se]1,-5.9
c1ccc(o1)-c1cc2c3nsnc3c3c4sccc4sc3c2[se]1,-5.45
[nH]1c(cc2[nH]c3c4Cccc4[nH]c3c12)-c1cccc2ccccc12,-4.28
[nH]1c(cc2cc3c(cc12)c1cnccc1c1=CCC=c31)-c1scc2C=C[SiH2]c12,-5.36
[nH]1ccc2c1cc(-c1ncncn1)c1nsnc21,-6.03
[nH]1c2cc(oc2c2oc3ccc4=CCC=c4c3c12)-c1scc2[se]ccc12,-4.68
[nH]1c(cc2c1c1[nH]c3ccc4=C[SiH2]C=c4c3c1c1=CCC=c21)-c1ccco1,-4.57
c1sc(-c2ccc(cc2)-c2sc(-c3cccc4cocc34)c3cc[SiH2]c23)c2cc[nH]c12,-5.03
c1ccc([se]1)-c1ccc(-c2scc3occc23)c2nsnc12,-5.31
[nH]1ccc2oc(cc12)-c1cc2c3c[nH]cc3ccc2c2cocc12,-4.64
[nH]1ccc2c1c1[nH]c3cc([se]c3c1c1=CCC=c21)-c1ccco1,-4.52
[nH]1ccc2[se]c3c4CC(=Cc4[nH]c3c12)c1scc2[nH]ccc12,-4.21
[nH]1c2C=C(Cc2c2[nH]c3ccc4=CCC=c4c3c12)c1scc2occc12,-4.31
c1ccc(o1)-c1cnc2c(c1)[se]c1c2cnc2ccc3ccccc3c12,-5.78
c1ccc(-c2Cc(cc2)-c2sc(-c3cccc4c[nH]cc34)c3occc23)c2c[nH]cc12,-4.48
c1cc2c3nsnc3c3c(cnc4ccc5nsnc5c34)c2cn1,-6.49
[nH]1ccc2sc3c(ncc4cc(-c5scc6[nH]ccc56)c5ccccc5c34)c12,-5.03
[nH]1c2-c3cnccc3[SiH2]c2c2c1cc(-c1scc3ccoc13)c1c[nH]cc21,-4.78
[nH]1cccc1-c1cc2c3cscc3c3ccc4c[nH]cc4c3c2c2=C[SiH2]C=c12,-4.83
c1cnc2c(c1)ncc1c3ncc(cc3c3nsnc3c21)-c1cccc2nsnc12,-6.05
C1=Cc2c(C1)c1c3c[nH]cc3c(cc1c1=CCC=c21)-c1scc2[nH]ccc12,-4.39
[nH]1cccc1-c1ccc([nH]1)-c1ccc(nc1)-c1scc2nccnc12,-5.04
[nH]1c-2c(Cc3ccc4=CCC=c4c-23)c2sc(cc12)-c1scc2cc[se]c12,-4.59
[nH]1c2C=CCc2c2Cc3cc(-c4scc5sccc45)c4=C[SiH2]C=c4c3-c12,-4.58
[nH]1cccc1C1=Cc2[nH]c3c(c2C1)c1c[nH]cc1c1ccncc31,-4.59
C1=Cc2c(C1)c1c(c3[SiH2]C(=Cc3c3=CCC=c13)c1cccc3nsnc13)c1nsnc21,-5.1
c1sc(C2=Cc3c(C2)c2c(ccc4ccccc24)c2c[nH]cc32)c2cc[nH]c12,-4.51
[nH]1ccc2ccc3cc(-c4nccs4)c4c[nH]cc4c3c12,-5.07
c1ncc(s1)-c1cc2cnc3c(sc4ccc5=C[SiH2]C=c5c34)c2c2nsnc12,-5.49
[nH]1c2ccc3c[nH]cc3c2c2c3c[nH]cc3c3C=C(Cc3c12)c1ccc[se]1,-4.31
c1cc2ccc3c4oc(cc4sc3c2c2nsnc12)-c1cncc2nsnc12,-5.73
[nH]1c(ccc1-c1ccc(-c2ccccn2)c2c[nH]cc12)-c1[SiH2]ccc1,-4.79
c1sc(C2=Cc3cc4c5ccccc5c5cccnc5c4cc3[SiH2]2)c2sccc12,-5.28
c1cc2cnc3c(cnc4ccc5nsnc5c34)c2c2cscc12,-5.97
[nH]1ccc2[SiH2]c3c(-c12)c1cocc1c1cc(ncc31)-c1scc2CC=Cc12,-5.11
c1cc2[SiH2]c3c(cnc4ccc5c[SiH2]cc5c34)c2c2c[nH]cc12,-5.26
[nH]1ccc2c3nsnc3c3c4ncc(cc4oc3c12)-c1cccnc1,-5.81
c1sc(-c2cnc(s2)-c2ccc(-c3nccc4nsnc34)c3ccccc23)c2Cccc12,-5.52
[nH]1c(ccc1-c1cccc2cCcc12)-c1sc(-c2ccc[se]2)c2cc[nH]c12,-4.62
c1ccc(o1)-c1cc2oc3c([se]c4ccc5c[nH]cc5c34)c2c2c[nH]cc12,-4.61
c1ccc(cc1)-c1sc(-c2cnc(s2)-c2cccc3cCcc23)c2[nH]ccc12,-4.89
c1ccc(o1)-c1sc(-c2ccc([se]2)-c2ccccn2)c2[nH]ccc12,-4.79
c1cc2cc3c4cscc4c4cc(sc4c3cc2o1)-c1ncncn1,-5.68
[nH]1c2cccnc2c2[se]c3cc(ncc3c12)-c1cccc2c[nH]cc12,-5.06
c1ccc(nc1)-c1ccc(o1)-c1ncc(-c2nccc3nsnc23)c2nsnc12,-5.77
[nH]1cccc1C1=CC2=C([SiH2]1)c1[nH]c3ccoc3c1C2,-4.45
c1ccc(cn1)-c1ccc(-c2nccc3nsnc23)c2nsnc12,-6.17
[nH]1c(cc2c3nsnc3c3c4cnccc4c4ccccc4c3c12)-c1cccc2cocc12,-5.42
c1cc2ncc3c4[se]c(cc4cnc3c2[se]1)-c1cccc2nsnc12,-5.9
c1sc(-c2ccc(s2)-c2[SiH2]c(cc2)-c2cccc3cscc23)c2[SiH2]ccc12,-5.09
c1sc(-c2ccc(cn2)-c2sc(-c3cccnc3)c3ccsc23)c2nccnc12,-5.4
c1ccc(cc1)-c1cnc(-c2ccc(cn2)-c2cccc3ccccc23)c2nsnc12,-5.82
c1sc(-c2sc(-c3sc(-c4scc5sccc45)c4cc[nH]c34)c3ccoc23)c2cc[nH]c12,-4.48
c1cc2ncc3c4oc(cc4ncc3c2cn1)-c1ncncn1,-6.53
[nH]1c(cc2c3c[nH]cc3c3c4occc4[nH]c3c12)-c1cccc2c[nH]cc12,-4.3
[nH]1ccc2c1c1[SiH2]C(=Cc1c1ccccc21)c1cccs1,-5.09
[nH]1c(cc2c3cscc3c3c4CC=Cc4[nH]c3c12)-c1scc2cc[se]c12,-4.56
c1cc2cnc3cc(-c4ncncn4)c4nsnc4c3c2cn1,-6.54
c1ccc(cc1)-c1cc2cnc3c4ncccc4oc3c2s1,-5.94
C1=Cc2c(C1)c1c3nsnc3c3cc(sc3c1c1cscc21)-c1scc2C=CCc12,-5.18
c1cnc2c3sc(cc3cnc2c1)-c1cccnc1,-6.14
c1ncc(s1)-c1cnc2c(ccc3ccncc23)c1,-6.22
c1cnc2c(c1)ncc1c3ccc(cc3ccc21)-c1ncncn1,-6.24
[nH]1c2cc(sc2c2oc3ccccc3c12)-c1ccccc1,-5.17
[nH]1c2ccc3=CCC=c3c2c2oc3C=C([SiH2]c3c12)C1=CC=C[SiH2]1,-4.67
[nH]1ccc2[se]c3c(oc4cc(-c5scc6[nH]ccc56)c5=CCC=c5c34)c12,-4.52
c1cc2cnc3c4[se]c(cc4cnc3c2[se]1)-c1cncc2nsnc12,-5.9
c1ccc([se]1)-c1cc2ncc3c(cnc4ccncc34)c2[se]1,-5.97
c1Cc(cc1)-c1ccc(-c2[SiH2]c(cc2)-c2cccc3c[SiH2]cc23)c2c[SiH2]cc12,-4.97
c1ncc(s1)-c1ccc(nc1)-c1cnc(s1)-c1ncncn1,-6.2
c1cnc2c(cnc3c2cnc2cc(cnc32)-c2ncncn2)c1,-6.46
[nH]1c2C=C([SiH2]c2c2c3cocc3c3ccc4=C[SiH2]C=c4c3c12)c1ccco1,-4.81
c1sc(-c2[SiH2]c(cc2)-c2sc(-c3cccc4ccccc34)c3cc[nH]c23)c2[nH]ccc12,-4.6
[nH]1c2cc(oc2c2c3cocc3c3ccc4ccccc4c3c12)-c1scc2C=CCc12,-4.91
c1cc2[se]c(cc2o1)C1=Cc2c([SiH2]1)ccc1c[nH]cc21,-4.87
[nH]1c2cc(oc2c2sc3ccc4cocc4c3c12)-c1scc2sccc12,-4.83
[nH]1ccc2[SiH2]c3c([nH]c4cc(-c5cncc6nsnc56)c5=CCC=c5c34)-c12,-4.71
c1sc(C2=Cc3c(C2)c2c4cscc4c4ccccc4c2c2=CCC=c32)c2cc[nH]c12,-4.56
c1ccc([se]1)-c1ccc(s1)-c1sc(-c2cccnc2)c2ccoc12,-5.15
c1cc2ccc3c(sc4cc(-c5cncc6nsnc56)c5cocc5c34)c2o1,-5.42
c1sc(C2=Cc3cnc4c(ccc5ccncc45)c3C2)c2CC=Cc12,-5.55
c1cc2sc3c(c2o1)c1=C[SiH2]C=c1c1cc(-c2cncs2)c2=CCC=c2c31,-5.04
[nH]1c(cc2c3c[nH]cc3c3c4occc4c4c[nH]cc4c3c12)-c1scc2ccoc12,-4.41
c1cnc2cc(ccc2c1)-c1ccc2ccc3nsnc3c2c1,-6.08
c1cc2c3cocc3c3cc4cc(cnc4cc3c2cn1)-c1ncncn1,-6.19
c1cc2[se]c3c(cnc4cc(cnc34)-c3nccc4nsnc34)c2cn1,-6.31
[nH]1c2ccoc2c2c3cocc3c3cc(-c4scc5[nH]ccc45)c4=CCC=c4c3c12,-4.58
c1ccc(-c2ccc(-c3ncc(s3)-c3ncncn3)c3cCcc23)c2c[nH]cc12,-5.09
c1cc2c3nsnc3c3cc4cc(cnc4cc3c2s1)-c1ccccn1,-5.92
[nH]1c(cc2oc3c4ccccc4oc3c12)-c1scc2cc[se]c12,-5.01
[nH]1c(cc2cc3c4nsnc4c4ccncc4c3cc12)-c1scc2cc[se]c12,-5.5
c1cnc(s1)-c1cc2oc3c(c4nsnc4c4ccncc34)c2o1,-5.74
c1ncc(s1)-c1cnc2c(c1)ncc1c3ccccc3ncc21,-6.23
[nH]1ccc2oc3c([nH]c4cc(-c5ccccc5)c5=C[SiH2]C=c5c34)c12,-4.67
c1ccc(cc1)-c1cnc2c3sc4ccncc4c3ncc2c1,-6.13
c1cc2c3nsnc3c3c(c4nsnc4c4cc(-c5ccccn5)c5=C[SiH2]C=c5c34)c2o1,-5.39
c1cc2ccc3c4cnc(cc4c4cscc4c3c2s1)-c1scc2[SiH2]C=Cc12,-5.62
c1ccc2c(c1)sc1cc3ccc4nsnc4c3cc21,-5.99
C1=Cc2ncc3c(cnc4cc(ncc34)-c3ncncn3)c2[SiH2]1,-6.46
[nH]1c(cc2c1c1[nH]c3C=CCc3c1c1=CCC=c21)-c1ccco1,-4.37
[nH]1cccc1C1=Cc2oc3c([nH]c4ccc5c[nH]cc5c34)c2C1,-4.26
[nH]1c2C3=C(Cc2c2c1cc(-c1cccc4c[nH]cc14)c1c[nH]cc21)C=CC3,-4.25
[nH]1ccc2[nH]c3C4=C(Cc3c12)C=C(C4)c1cncs1,-4.4
C1=CC=C([SiH2]1)c1cc2cc3c4nsnc4ccc3cc2cn1,-5.73
c1cc2cnc3c4cnc(cc4[se]c3c2s1)-c1cncs1,-5.95
c1ccc(nc1)-c1cc2ncc3c4cnccc4sc3c2s1,-6.08
[nH]1c2C=CCc2c2[nH]c3C=C(Cc3c12)c1cccc2c[nH]cc12,-4.1
c1sc(c2C=C[SiH2]c12)-c1cnc2c(cnc3c4cnccc4ncc23)c1,-6.19
c1Cc(cc1)-c1ccc([se]1)-c1ccc([se]1)-c1ccccc1,-5.06
c1cc2ccc3c4cnc(cc4ccc3c2c2cscc12)-c1ncncn1,-5.82
[nH]1c2cc(-c3cccnc3)c3nsnc3c2c2cnc3ccsc3c12,-5.84
c1cc2c3nsnc3c3c(cnc4cc(cnc34)-c3cccc4nsnc34)c2cn1,-6.1
c1cc2sc3c4sc(cc4c4nsnc4c3c2c2ccccc12)-c1ncncn1,-5.82
[nH]1cccc1C1=CC2=C(C1)c1[nH]c3ccc4=CCC=c4c3c1C2,-4.23
c1cc2cnc3c4ccc(cc4oc3c2c2cocc12)-c1cccc2ccccc12,-5.68
c1cc2sc3c(ncc4cc(cnc34)-c3ncncn3)c2cn1,-6.33
c1ccc(cc1)-c1ccc2cc3c(cc2c1)[se]c1ccc2=C[SiH2]C=c2c31,-5.29
C1=Cc2c(C1)c1oc3cc(-c4scc5cc[nH]c45)c4c[nH]cc4c3c1c1=CCC=c21,-4.48
[nH]1c(cc2cc3cnc4cccnc4c3cc12)C1=CC=C[SiH2]1,-5.45
c1cnc(s1)-c1ccc2c(c1)c1cocc1c1ccc3nsnc3c21,-5.73
C1=CC=C([SiH2]1)c1ccc2c(ccc3c4ncccc4cnc23)c1,-5.68
c1sc(-c2sc(-c3ccc(nc3)-c3scc4[nH]ccc34)c3[nH]ccc23)c2cc[nH]c12,-4.46
c1sc(c2[SiH2]C=Cc12)-c1cc2[se]c3c(cnc4ccncc34)c2c2nsnc12,-5.91
C1=Cc2ccc3c4[se]c(cc4ncc3c2[SiH2]1)-c1cccnc1,-5.84
c1sc(-c2sc(-c3sc(-c4scc5[nH]ccc45)c4[nH]ccc34)c3ccoc23)c2nccnc12,-4.5
c1ccc(s1)-c1ccc2c(c1)c1c[nH]cc1c1c3cnccc3cnc21,-5.45
c1ccc2c(c1)c1nsnc1c1cc3cc(-c4ncncn4)c4nsnc4c3cc21,-6.25
c1cnc2c(c1)ncc1c3cnc(cc3c3cocc3c21)-c1cncc2nsnc12,-6.0
[nH]1cccc1-c1cnc2c(c1)oc1c3[se]ccc3c3cscc3c21,-5.25
c1cc2ncc3c(ncc4cc(-c5ncncn5)c5ccccc5c34)c2s1,-6.11
c1cnc2c(c1)ncc1c3cnc(cc3ccc21)-c1ncncn1,-6.46
[nH]1c2C=C(Cc2c2oc3C=CCc3c12)c1scc2cc[se]c12,-4.42
c1cc2c3c[nH]cc3c3c(oc4cc(-c5scc6[nH]ccc56)c5=C[SiH2]C=c5c34)c2o1,-4.62
c1ncc(s1)-c1cc2cnc3cccnc3c2cn1,-6.2
c1ccc2c(c1)oc1c2sc2cc(-c3cncc4nsnc34)c3ccccc3c12,-5.65
c1sc(-c2cc3sc4c5ncccc5sc4c3o2)c2sccc12,-5.28
c1cc2ccc3c(oc4cc(-c5scc6sccc56)c5=CCC=c5c34)c2o1,-5.0
[nH]1cccc1-c1cc2Cc3c([nH]c4ccc5c[nH]cc5c34)-c2c2ccccc12,-4.59
c1cc2c3nsnc3c3cc4cc(cnc4cc3c2o1)-c1cccnc1,-5.95
c1[SiH2]c(cc1)-c1ccc(-c2ccc(o2)-c2cccs2)c2c[SiH2]cc12,-5.01
c1sc(-c2ccc(cn2)-c2sc(-c3ccccn3)c3cc[SiH2]c23)c2nccnc12,-5.58
c1ccc(o1)-c1cnc2c(ccc3c4ccccc4c4nsnc4c23)c1,-5.72
[nH]1c2cc(C3=CC=C[SiH2]3)c3ccccc3c2c2oc3C=C[SiH2]c3c12,-5.02
c1ncc(s1)-c1cc2c3nsnc3c3c(ccc4ccc5cocc5c34)c2[se]1,-5.51
C1=Cc2ncc3c4[se]c(cc4cnc3c2[SiH2]1)-c1ccc[se]1,-5.8
c1sc(C2=Cc3oc4c(oc5ccc6=CCC=c6c45)c3C2)c2cc[se]c12,-4.66
C1=Cc2cnc(cc2C1)-c1cc2ncccc2c2cscc12,-5.58
c1sc(-c2cnc3c(ccc4c3ncc3ccc5nsnc5c43)c2)c2cc[nH]c12,-5.26
c1cc2c(s1)c1ccc3cc(oc3c1c1=C[SiH2]C=c21)-c1cccnc1,-5.42
c1ccc(cc1)-c1cc2ncc3c4cnccc4sc3c2cn1,-6.15
C1=Cc2c([SiH2]1)c1c3cscc3c3cc(oc3c1c1ccccc21)-c1ccc[se]1,-5.17
[nH]1ccc2Cc3c4[SiH2]C(=Cc4[nH]c3-c12)C1=CC=CC1,-4.33
c1ccc(cc1)-c1cc2ccc3c4ccccc4c4nsnc4c3c2[se]1,-5.78
c1cc2ccc3c(ccc4cc(ncc34)-c3scc4nccnc34)c2s1,-5.63
c1ncc(s1)-c1sc(-c2cnc(s2)-c2ncncn2)c2sccc12,-5.62
c1sc(-c2ccc(-c3ncc(s3)-c3cccc4c[SiH2]cc34)c3cCcc23)c2ccoc12,-5.04
c1ccc2c(c1)c1nsnc1c1c2cnc2cc(-c3ncncn3)c3nsnc3c12,-6.35
[nH]1c2cc([se]c2c2[nH]c3ccc4=CCC=c4c3c12)-c1scc2cc[nH]c12,-4.45
c1c-c2cn-c3c(-c2-[o]1)c1nsnc1c1ccc2nsnc2c31,-6.17
[nH]1cccc1-c1ccc(s1)-c1sc(c2Cccc12)-c1scc2cc[nH]c12,-4.76
c1cc2c3nsnc3c3c4cnc(cc4c4=CCC=c4c3c2s1)-c1cncc2nsnc12,-5.67
c1cc2ncc3c(cnc4cc(ncc34)-c3cccnc3)c2o1,-6.2
c1sc(-c2cc3ncc4c(sc5ccc6ccccc6c45)c3o2)c2ccsc12,-5.39
[nH]1c(cc2cc3oc4cc[se]c4c3cc12)-c1cccc2cocc12,-5.14
c1cnc2c(c1)c1cocc1c1cc(-c3ncncn3)c3ccccc3c21,-5.71
c1ccc(o1)-c1sc(-c2ccc(-c3scc4[nH]ccc34)c3nsnc23)c2cc[nH]c12,-4.57
c1cc2ccc(cc2[se]1)-c1cc2c(ccc3nsnc23)[se]1,-5.76
c1cc2ncc3c4cnc(cc4ccc3c2cn1)-c1ncncn1,-6.52
