MW,AMW,Sv,Se,Sp,Si,Mv,Me,Mp,Mi,GD,nAT,nSK,nTA,nBT,nBO,nBM,SCBO,RBN,RBF,nAB,nH,nC,nN,nO,nS,nHM,nHet,H%,C%,N%,O%,nCsp3,nCsp2,nCIC,nCIR,TRS,Rperim,Rbrid,MCD,RFD,RCI,NRS,NNRS,nR05,nR06,nR10,nBnz,ARR,D/Dtr05,D/Dtr06,D/Dtr10,ZM1,ZM1V,ZM1Kup,ZM1Mad,ZM1Per,ZM1MulPer,ZM2,ZM2V,ZM2Kup,ZM2Mad,ZM2Per,ZM2MulPer,ON0,ON0V,ON1,ON1V,Qindex,BBI,DBI,SNar,HNar,GNar,Xt,Dz,Ram,BLI,Pol,LPRS,MSD,SPI,PJI2,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,ICR,SMTI,SMTIV,GMTI,GMTIV,Xu,CSI,Wap,S1K,S2K,S3K,PHI,PW2,PW3,PW4,PW5,MAXDN,MAXDP,DELS,TIE,Psi_i_s,Psi_i_A,Psi_i_0,Psi_i_1,Psi_i_t,Psi_i_0d,Psi_i_1d,Psi_e_A,Psi_e_0,Psi_e_1,Psi_e_0d,BAC,LOC,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,SRW02,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TWC,TPC,piID,PCR,PCD,CID,BID,X0,X1,X2,X3,X4,X5,X0A,X1A,X2A,X3A,X4A,X5A,X0v,X1v,X2v,X3v,X4v,X5v,X0Av,X1Av,X2Av,X3Av,X4Av,X5Av,X0sol,X1sol,X2sol,X3sol,X4sol,X5sol,XMOD,RDCHI,smiles,density_Kg/m3
389.57,8.469,31.852,45.534,34.608,50.284,0.692,0.99,0.752,1.093,0.088,46,27,0,50,31,22,42.0,3,0.06,22,19,23,1,1,2,2,4,41.3,50.0,2.2,2.2,4,19,5,6,29,27,1,1.0,0.074,1.074,4,0.8,1,4,1,2,0.71,58.892,272.216,110.653,148,374,355.101,194.155,549.73,392.095,178,390,383.562,222.304,610.53,412.135,12.167,8.283,5.917,2.765,23,43,2.0,21.959,2.219,2.255,0.213,55.5,8,1.094,44,131.167,5.747,0.0,1.0,257,9.519,1.424,22.867,90,1120,103,2.661,8130,12886,8892,21967,25.447,580,30686,17.122,7.553,3.337,4.79,0.572,0.345,0.204,0.116,0.8,2.577,10.899,30.68,51.667,1.914,19.812,17.031,0.0,-0.0,-0.0,7.414,9.978,4.293,-0.0,0,0.0,3.466,5.004,5.878,6.767,7.662,8.562,9.465,10.372,11.279,12.188,4.143,5.46,2.398,6.993,4.595,8.624,6.605,10.308,3.466,3.784,4.127,4.454,4.727,4.828,5.024,5.182,5.308,5.333,3.761,4.385,5.057,5.727,6.328,6.739,7.275,7.771,8.22,8.481,12.705,7.91,12.286,1.553,4.376,4.06,3.341,18.054,13.399,11.656,10.457,9.261,7.822,0.669,0.432,0.271,0.171,0.109,0.07,16.432,11.306,9.084,7.783,6.351,5.028,0.609,0.365,0.211,0.128,0.075,0.045,18.761,14.353,12.738,11.79,10.629,9.147,91.343,3.926,C1CSC(CS1)c1coc(c1)c1ccc2c(c1c1ccncc1)cccc2,1218.32
355.53,7.564,31.477,46.014,34.267,51.57,0.67,0.979,0.729,1.097,0.092,47,26,0,51,30,22,41.0,3,0.059,22,21,24,1,0,1,1,2,44.7,51.1,2.1,0.0,5,19,5,6,28,26,1,1.0,0.077,1.077,4,0.8,2,3,1,2,0.733,118.14,197.017,102.238,144,306,292.506,168.003,463.61,321.782,173,351,341.865,193.205,543.71,369.25,11.667,8.45,5.639,3.131,23,42,2.0,21.266,2.229,2.266,0.217,52.5,8,1.029,40,124.552,5.564,0.0,0.833,232,8.923,1.325,22.615,86,960,90,2.519,7369,10716,8088,16683,24.625,526,21262,15.905,6.775,3.028,4.145,0.576,0.345,0.198,0.101,0.627,1.53,7.79,27.891,47.833,1.84,19.355,16.912,0.0,0.0,0.0,7.34,9.628,4.159,0.0,0,0.0,3.434,4.977,5.849,6.737,7.627,8.524,9.422,10.325,11.228,12.134,4.111,5.434,3.045,6.957,5.13,8.577,6.986,10.252,3.434,3.761,4.094,4.407,4.635,4.82,5.056,5.236,5.375,5.421,3.738,4.373,5.041,5.705,6.302,6.762,7.327,7.828,8.296,8.63,12.653,7.701,11.507,1.494,3.806,4.022,3.306,17.347,12.882,11.38,10.2,8.943,6.897,0.667,0.429,0.271,0.173,0.11,0.068,15.506,10.293,8.126,6.452,4.973,3.046,0.596,0.343,0.193,0.109,0.061,0.03,17.7,13.336,11.963,10.866,9.605,7.303,82.288,3.871,C1CCC(C1)c1cc2cc(ccc2c(c1)c1cccs1)c1ccccn1,1123.58
414.64,10.366,29.468,40.131,32.421,43.749,0.737,1.003,0.811,1.094,0.092,40,26,0,44,30,21,40.5,3,0.068,21,14,18,4,0,4,4,8,35.0,45.0,10.0,0.0,4,14,5,6,28,26,1,1.0,0.077,1.077,4,0.8,2,3,1,2,0.7,109.791,185.283,102.016,146,440,386.022,239.174,647.76,466.178,180,461,427.89,268.514,722.62,491.313,11.75,7.383,5.694,2.34,24,43,2.449,21.148,2.213,2.256,0.217,54.0,8,1.192,45,120.882,4.673,0.0,1.0,172,6.615,0.905,16.734,68,1000,68,2.068,6364,11332,6892,21233,23.838,386,16130,16.941,7.084,2.875,4.616,0.575,0.36,0.223,0.122,1.461,1.681,13.522,31.324,51.083,1.965,18.912,16.382,0.0,0.0,0.0,7.465,9.596,4.179,0.0,0,0.0,3.434,4.99,5.889,6.81,7.737,8.673,9.61,10.552,11.493,12.437,4.111,5.451,3.045,7.018,5.13,8.701,7.002,10.45,3.434,3.784,4.174,4.543,4.804,4.97,5.13,5.22,5.226,5.081,3.726,4.357,5.039,5.707,6.218,6.679,7.175,7.62,8.003,8.151,12.931,7.504,11.136,1.484,3.633,4.021,3.307,17.399,12.884,11.295,10.383,9.463,7.572,0.669,0.429,0.263,0.162,0.102,0.063,16.928,11.919,9.863,8.812,7.67,6.3,0.651,0.397,0.229,0.138,0.082,0.052,18.813,14.765,13.486,13.027,12.397,10.22,98.02,3.649,C1CSC(CS1)(c1nsnc1)c1c(ccc2c1cccc2)c1nncs1,1351.31
365.6,8.705,27.356,41.923,30.301,47.158,0.651,0.998,0.721,1.123,0.103,42,23,0,45,26,11,31.5,3,0.067,11,19,15,5,0,3,3,8,45.2,35.7,11.9,0.0,7,8,4,4,23,23,0,1.0,0.0,1.0,4,1.0,1,3,0,0,0.423,56.601,199.845,0.0,122,344,308.182,196.083,492.88,361.088,144,329,312.767,216.08,520.81,351.296,10.5,7.1,5.111,2.314,18,35,1.732,18.375,2.19,2.223,0.233,48.5,6,1.232,34,105.95,5.261,0.0,0.833,198,8.609,1.278,16.174,71,713,67,2.525,5327,8875,5717,15499,22.255,440,12495,16.001,7.595,3.626,5.284,0.565,0.339,0.199,0.104,1.162,1.558,12.583,26.351,43.833,1.906,16.998,14.491,0.001,-0.0,0.0,7.406,8.525,3.619,-0.0,0,0.0,3.296,4.812,5.666,6.535,7.407,8.284,9.161,10.041,10.921,11.803,3.97,5.263,2.398,6.767,4.443,8.366,6.293,10.013,3.296,3.584,3.892,4.174,4.369,4.394,4.543,4.625,4.673,4.663,3.481,3.946,4.432,4.899,5.155,5.17,5.417,5.62,5.779,5.903,12.338,7.179,8.807,1.227,1.628,3.893,3.189,15.485,11.416,9.742,8.558,7.434,5.867,0.673,0.439,0.278,0.178,0.116,0.075,15.04,10.677,8.669,7.652,6.711,5.514,0.654,0.411,0.248,0.159,0.105,0.071,16.546,12.824,11.347,10.574,9.759,8.084,84.977,3.605,C1NCN(C(N1)c1ccccn1)C1CSCC(S1)c1cscn1,1319.58
350.58,8.764,26.335,39.822,29.296,44.66,0.658,0.996,0.732,1.116,0.108,40,22,0,43,25,11,30.5,3,0.07,11,18,15,4,0,3,3,7,45.0,37.5,10.0,0.0,9,6,4,4,22,22,0,1.0,0.0,1.0,4,1.0,2,2,0,0,0.44,117.209,140.484,0.0,120,334,297.162,189.779,483.6,353.263,145,333,309.958,214.557,516.1,354.994,10.083,7.05,4.861,2.524,19,35,2.236,17.564,2.182,2.222,0.239,46.0,6,1.261,34,98.995,4.965,0.0,1.0,177,8.045,1.231,15.653,64,612,68,2.409,4611,7801,4927,13703,21.272,395,7047,15.047,6.545,2.869,4.476,0.572,0.353,0.205,0.102,1.09,1.623,12.364,28.733,41.75,1.898,16.428,14.476,0.001,0.0,-0.0,7.398,8.169,3.523,0.0,0,0.0,3.258,4.796,5.673,6.569,7.47,8.378,9.288,10.201,11.115,12.031,3.932,5.252,3.045,6.792,5.209,8.435,7.182,10.135,3.258,3.584,3.932,4.22,4.369,4.477,4.575,4.575,4.575,4.511,3.45,3.946,4.467,4.947,5.196,5.292,5.513,5.654,5.873,6.084,12.542,6.847,8.337,1.218,1.49,3.848,3.148,14.83,10.884,9.443,8.555,7.433,5.501,0.674,0.435,0.27,0.171,0.111,0.071,14.67,10.51,9.008,8.474,7.517,6.04,0.667,0.42,0.257,0.169,0.112,0.077,15.891,12.311,11.051,10.56,9.687,7.614,81.479,3.468,C1SCC(SC1)(c1cnsn1)C1CCC(C1)c1nccnc1,1292.08
299.39,10.324,21.932,29.444,23.256,31.418,0.756,1.015,0.802,1.083,0.121,29,20,0,32,23,20,33.0,3,0.094,20,9,15,1,2,2,2,5,31.0,51.7,3.4,6.9,0,15,4,4,20,20,0,1.0,0.0,1.0,4,1.0,4,0,0,0,0.87,201.0,0.0,0.0,110,346,338.837,163.928,509.5,365.381,132,363,354.992,178.94,567.17,385.368,9.0,5.367,4.361,1.617,18,32,1.732,16.296,2.222,2.259,0.248,42.5,6,1.014,25,87.758,4.948,0.0,1.0,159,7.95,1.26,13.8,59,460,50,2.484,3816,6853,4131,12813,19.774,359,8453,12.239,5.11,2.224,3.127,0.575,0.349,0.202,0.083,0.941,2.149,11.371,19.591,41.667,2.083,14.135,11.767,0.001,0.0,-0.0,7.583,7.339,3.154,0.0,0,0.0,3.178,4.71,5.58,6.463,7.348,8.237,9.127,10.019,10.911,11.805,3.85,5.165,3.714,6.65,5.9,8.221,7.847,9.844,3.178,3.497,3.829,4.127,4.127,4.317,4.407,4.489,4.5,4.454,3.526,4.159,4.82,5.46,5.663,6.205,6.607,6.998,7.316,7.548,12.331,6.9,10.429,1.511,3.529,3.756,3.059,13.364,9.916,8.681,7.816,6.872,4.221,0.668,0.431,0.271,0.174,0.113,0.069,11.909,7.777,6.02,4.68,3.423,1.672,0.595,0.338,0.188,0.104,0.056,0.027,14.071,10.824,9.848,9.163,8.19,4.953,70.848,3.4,c1csc(c1)c1ccoc1c1occ(c1)c1nccs1,1339.59
375.53,7.085,32.891,52.665,34.892,60.225,0.621,0.994,0.658,1.136,0.085,53,28,0,57,32,17,40.5,3,0.053,17,25,21,7,0,0,0,7,47.2,39.6,13.2,0.0,6,15,5,6,30,28,1,1.0,0.071,1.071,4,0.8,0,5,1,2,0.531,0.0,346.608,111.281,152,336,354.955,163.74,501.2,352.746,182,366,377.127,194.656,575.55,388.468,12.667,8.983,6.167,2.994,23,44,2.0,22.652,2.211,2.246,0.21,59.5,8,0.91,47,137.023,5.674,0.0,1.0,262,9.357,1.286,22.439,90,1292,106,2.61,8676,12924,9448,20654,26.087,588,33263,17.704,7.932,3.551,5.015,0.569,0.343,0.203,0.119,1.231,1.579,15.125,29.452,54.333,1.94,20.407,17.198,0.0,0.0,0.0,7.44,10.34,4.406,0.0,0,0.0,3.497,5.03,5.9,6.786,7.676,8.573,9.472,10.375,11.279,12.186,4.174,5.485,0.0,7.022,0.0,8.659,0.0,10.348,3.497,3.807,4.143,4.466,4.771,4.844,5.063,5.215,5.338,5.361,3.726,4.304,4.947,5.596,6.236,6.597,7.105,7.549,7.952,8.151,12.704,7.968,11.649,1.462,3.68,4.095,3.376,18.761,13.899,12.01,10.699,9.48,8.308,0.67,0.434,0.273,0.173,0.11,0.071,15.703,9.71,7.165,5.347,3.994,2.909,0.561,0.303,0.163,0.086,0.046,0.025,18.761,13.899,12.01,10.699,9.48,8.308,86.877,3.964,C1NCN(CN1)c1ccc2c(c1c1cncc(c1)C1NCNCN1)cccc2,1224.63
282.46,12.839,17.845,22.276,20.125,23.507,0.811,1.013,0.915,1.069,0.15,22,16,1,24,18,15,25.5,2,0.083,15,6,10,2,0,4,4,6,27.3,45.5,9.1,0.0,0,10,3,3,15,15,0,0.937,0.0,1.0,3,1.0,3,0,0,0,0.833,114.18,0.0,0.0,86,308,251.969,159.69,448.45,331.172,103,313,276.894,169.888,483.19,336.854,7.667,4.017,3.528,1.133,14,25,1.581,12.425,2.087,2.174,0.284,33.0,5,1.255,20,62.835,3.85,4.445,0.75,92,5.75,0.906,7.75,36,250,29,1.924,1897,3881,1941,7656,15.774,201,2999,10.842,4.531,1.984,3.07,0.576,0.354,0.205,0.085,0.958,1.293,8.156,14.249,33.056,2.066,11.336,9.359,0.004,0.0,0.0,7.566,5.862,2.475,0.0,2,0.5,2.944,4.466,5.333,6.217,7.101,7.991,8.88,9.773,10.663,11.556,3.611,4.92,3.434,6.409,5.638,7.988,7.591,9.622,2.944,3.258,3.584,3.871,3.829,3.932,3.932,3.85,3.714,3.434,3.277,3.907,4.555,5.183,5.343,5.804,6.146,6.398,6.577,6.601,12.083,6.14,8.853,1.442,2.713,3.525,2.856,10.958,7.86,6.875,6.108,5.33,3.197,0.685,0.437,0.275,0.175,0.113,0.071,11.297,7.53,5.623,4.623,3.792,2.149,0.706,0.418,0.225,0.132,0.081,0.048,12.518,9.649,8.675,8.189,7.745,4.956,65.956,2.895,Sc1nsnc1c1cscc1c1cscc1,1473.53
246.3,7.697,20.149,32.48,20.739,36.488,0.63,1.015,0.648,1.14,0.131,32,18,1,34,20,11,25.5,2,0.059,11,14,12,4,2,0,0,6,43.8,37.5,12.5,6.3,3,9,3,3,17,17,0,0.944,0.0,1.0,3,1.0,1,2,0,0,0.55,41.866,104.275,0.0,94,262,293.841,107.278,380.45,278.664,110,263,280.211,123.199,410.05,280.75,8.667,5.35,4.0,1.678,14,27,1.581,13.811,2.077,2.154,0.269,40.0,5,0.859,25,74.772,4.287,5.075,0.8,126,7.0,0.889,10.21,45,358,44,2.197,2622,4606,2693,8021,17.724,273,4252,11.527,4.975,2.363,3.186,0.568,0.333,0.195,0.106,1.746,3.296,14.825,19.259,40.833,2.269,12.558,10.169,0.001,0.0,0.0,7.769,6.601,2.778,0.0,2,0.463,3.045,4.554,5.398,6.267,7.133,8.011,8.884,9.764,10.641,11.522,3.714,5.004,2.398,6.5,4.595,8.087,6.555,9.725,3.045,3.332,3.611,3.892,4.06,4.025,4.111,4.078,3.97,3.784,3.277,3.801,4.312,4.83,5.135,5.146,5.448,5.674,5.831,5.919,12.058,6.384,8.176,1.281,1.793,3.642,2.962,12.372,8.843,7.689,6.471,5.561,4.392,0.687,0.442,0.285,0.18,0.116,0.077,9.706,5.726,4.085,2.939,2.096,1.367,0.539,0.286,0.151,0.082,0.044,0.024,12.372,8.843,7.689,6.471,5.561,4.392,56.537,3.084,Oc1occ(c1)N1CNCNC1c1ccncc1,1303.59
312.47,6.648,27.87,46.563,29.887,53.727,0.593,0.991,0.636,1.143,0.103,47,23,1,50,26,11,31.5,2,0.04,11,24,17,6,0,0,0,6,51.1,36.2,12.8,0.0,7,10,4,5,24,22,1,0.957,0.091,1.091,3,0.75,0,4,1,2,0.423,0.0,216.692,83.015,124,258,273.309,135.129,384.72,270.236,149,280,289.296,160.823,443.83,296.786,10.833,8.117,5.083,2.657,19,36,1.871,18.087,2.123,2.196,0.235,49.0,7,0.946,39,104.073,4.77,5.605,1.0,179,7.783,1.047,14.178,64,688,67,2.366,4887,7099,5184,10743,21.819,396,15063,15.022,6.529,2.853,4.265,0.572,0.349,0.211,0.123,1.195,1.13,12.871,23.555,43.833,1.906,16.916,14.269,0.001,-0.0,0.0,7.406,8.516,3.605,-0.0,2,0.393,3.296,4.828,5.7,6.592,7.486,8.388,9.29,10.195,11.1,12.008,3.97,5.283,0.0,6.828,0.0,8.477,0.0,10.181,3.296,3.611,3.951,4.277,4.564,4.585,4.71,4.796,4.836,4.779,3.481,4.034,4.64,5.244,5.828,6.086,6.449,6.799,7.103,6.943,12.525,7.341,9.687,1.319,2.346,3.894,3.191,15.648,11.343,9.851,8.737,7.746,6.786,0.68,0.436,0.274,0.171,0.109,0.071,13.394,8.2,6.137,4.681,3.545,2.66,0.582,0.315,0.17,0.092,0.05,0.028,15.648,11.343,9.851,8.737,7.746,6.786,70.96,3.468,Cc1ccc2c(c1C1NCNCN1C1NCNCN1)cccc2,1196.18
245.38,7.668,20.412,31.683,22.233,35.906,0.638,0.99,0.695,1.122,0.14,32,17,0,34,19,11,24.5,3,0.088,11,15,13,3,0,1,1,4,46.9,40.6,9.4,0.0,6,7,3,3,16,16,0,0.941,0.0,1.0,3,1.0,2,1,0,0,0.579,81.906,52.648,0.0,88,224,217.796,112.66,328.13,236.768,102,232,229.452,123.056,358.15,247.368,7.833,5.683,3.806,2.156,13,25,1.732,13.405,2.17,2.2,0.273,35.5,4,1.115,20,69.498,4.272,0.0,1.0,110,6.471,1.031,9.64,42,318,36,2.184,2355,3688,2455,5599,16.986,241,3359,10.977,5.012,2.42,3.236,0.561,0.329,0.191,0.085,0.698,1.5,8.653,18.131,32.667,1.922,12.571,10.612,0.005,-0.0,-0.0,7.422,6.293,2.638,-0.0,0,0.0,2.996,4.489,5.323,6.176,7.027,7.888,8.745,9.608,10.467,11.332,3.664,4.934,3.045,6.392,5.13,7.941,6.969,9.544,2.996,3.258,3.526,3.784,3.807,3.85,3.912,3.871,3.761,3.555,3.239,3.755,4.306,4.863,5.18,5.404,5.722,5.915,6.029,6.03,11.88,6.186,8.286,1.339,2.1,3.588,2.909,11.502,8.433,7.139,6.084,5.209,3.398,0.677,0.444,0.286,0.184,0.121,0.077,10.489,7.06,5.299,3.992,3.084,1.583,0.617,0.372,0.212,0.121,0.072,0.036,11.855,8.933,7.637,6.599,5.795,3.742,56.958,3.08,C1CCC(C1)Cc1nccnc1c1cscn1,1149.93
250.42,8.347,19.578,29.658,21.875,33.328,0.653,0.989,0.729,1.111,0.15,30,16,1,32,18,10,23.0,2,0.062,10,14,12,2,0,2,2,4,46.7,40.0,6.7,0.0,6,6,3,3,15,15,0,0.937,0.0,1.0,3,1.0,3,0,0,0,0.556,124.039,0.0,0.0,88,230,203.011,140.126,341.21,244.407,105,247,228.253,155.465,385.46,263.888,7.75,5.733,3.444,1.99,15,26,2.121,12.307,2.065,2.158,0.285,33.0,5,1.224,20,63.581,4.12,4.282,1.0,103,6.437,1.133,8.859,40,226,30,2.149,1997,3219,2061,4851,15.995,227,2687,10.672,4.082,1.925,2.723,0.589,0.353,0.184,0.072,0.826,1.128,5.937,17.046,29.917,1.87,11.944,10.409,0.008,0.0,0.0,7.37,5.927,2.523,0.0,2,0.5,2.944,4.489,5.352,6.244,7.125,8.021,8.909,9.806,10.696,11.594,3.611,4.949,3.434,6.466,5.638,8.067,7.609,9.716,2.944,3.296,3.584,3.807,3.761,3.912,3.892,3.892,3.807,3.434,3.178,3.75,4.321,4.865,4.999,5.466,5.691,5.923,6.031,5.69,12.119,6.08,7.821,1.286,1.741,3.521,2.854,11.01,7.779,7.176,6.271,5.097,2.985,0.688,0.432,0.276,0.179,0.116,0.071,10.904,7.344,6.593,5.731,4.289,2.479,0.682,0.408,0.254,0.164,0.097,0.059,11.717,8.641,8.385,7.905,6.672,4.095,56.249,2.915,CC1(CCCC1)c1ccc(s1)c1scnn1,1199.65
337.5,10.547,22.765,32.709,24.506,36.078,0.711,1.022,0.766,1.127,0.114,32,21,0,35,24,15,31.5,3,0.086,15,11,11,7,0,3,3,10,34.4,34.4,21.9,0.0,3,8,4,4,21,21,0,1.0,0.0,1.0,4,1.0,3,1,0,0,0.625,162.154,63.56,0.0,114,380,351.473,193.026,553.21,402.529,136,384,368.164,205.297,602.02,411.269,9.5,5.583,4.611,1.648,18,33,1.732,16.989,2.211,2.246,0.243,45.5,6,1.114,28,92.695,4.732,0.0,0.8,151,7.19,1.152,14.585,57,573,53,2.284,4081,7687,4389,15040,20.39,339,6597,13.757,6.083,2.752,3.985,0.572,0.344,0.199,0.089,1.394,1.396,14.134,21.441,43.667,2.079,14.905,12.419,0.001,-0.0,0.0,7.579,7.718,3.305,-0.0,0,0.0,3.219,4.745,5.609,6.488,7.37,8.257,9.145,10.036,10.928,11.821,3.892,5.198,3.434,6.691,5.533,8.277,7.391,9.921,3.219,3.526,3.85,4.143,4.234,4.431,4.585,4.654,4.654,4.533,3.481,4.021,4.566,5.083,5.043,5.415,5.742,6.079,6.365,6.551,12.348,6.797,8.504,1.251,1.707,3.803,3.105,14.071,10.416,9.034,8.073,7.018,4.617,0.67,0.434,0.274,0.175,0.113,0.068,13.159,8.916,6.838,5.285,4.029,2.322,0.627,0.371,0.207,0.115,0.065,0.034,15.131,11.824,10.699,9.934,8.911,5.694,79.84,3.432,s1cnc(c1)N1CNC(NC1c1scnn1)c1nccs1,1457.52
363.5,8.261,31.423,43.247,33.745,47.74,0.714,0.983,0.767,1.085,0.088,44,27,1,48,31,28,45.0,2,0.042,28,17,25,1,0,1,1,2,38.6,56.8,2.3,0.0,0,25,5,7,30,26,2,0.963,0.154,1.154,3,0.6,0,5,2,4,0.903,0.0,321.492,206.774,150,338,329.743,164.532,512.15,358.386,181,388,384.941,192.853,600.42,408.694,12.5,7.983,5.833,2.625,24,44,2.121,21.671,2.16,2.231,0.215,54.5,9,0.91,47,132.93,6.291,6.488,1.0,291,10.778,1.893,24.678,104,980,103,2.88,8696,13480,9557,22606,25.791,659,40579,16.11,6.571,2.886,3.92,0.582,0.352,0.202,0.115,0.671,1.513,9.666,28.4,53.222,1.971,19.42,16.507,0.0,-0.0,-0.0,7.471,9.922,4.271,-0.0,2,0.352,3.466,5.017,5.894,6.788,7.68,8.579,9.477,10.379,11.28,12.183,4.143,5.476,0.0,7.031,0.0,8.683,0.0,10.384,3.466,3.807,4.143,4.454,4.754,4.82,5.017,5.193,5.352,5.421,3.829,4.527,5.231,5.914,6.588,6.97,7.527,8.066,8.586,8.958,12.703,8.133,13.648,1.678,5.515,4.06,3.341,18.217,13.293,11.905,10.667,9.352,8.19,0.675,0.429,0.271,0.172,0.11,0.071,15.526,9.405,7.154,5.369,3.982,2.925,0.575,0.303,0.163,0.087,0.047,0.025,18.717,13.582,12.276,11.004,9.695,8.511,83.098,3.947,Sc1ccc2c(c1c1ccc3c(c1)ccc(c3)c1ccccn1)cccc2,1183.37
389.75,8.661,28.752,44.203,33.62,49.665,0.639,0.982,0.747,1.104,0.108,45,22,0,48,25,5,27.5,3,0.062,5,23,16,1,0,5,5,6,51.1,35.6,2.2,0.0,13,3,4,4,22,22,0,1.0,0.0,1.0,4,1.0,2,2,0,0,0.2,105.849,131.518,0.0,120,318,235.947,230.348,448.85,331.81,146,288,247.379,259.213,462.64,306.324,10.083,7.7,4.889,2.95,19,35,2.236,17.564,2.182,2.222,0.239,44.5,6,1.609,35,97.029,4.411,0.0,1.0,144,6.545,0.95,13.124,56,612,52,2.117,4206,6566,4459,10542,20.811,319,6589,16.627,7.594,3.321,5.739,0.569,0.357,0.22,0.111,0.744,1.711,7.433,29.248,36.583,1.663,17.3,15.85,0.005,0.0,-0.0,7.163,8.258,3.577,0.0,0,0.0,3.258,4.796,5.68,6.586,7.497,8.416,9.336,10.26,11.182,12.108,3.932,5.252,3.045,6.799,5.13,8.459,7.002,10.185,3.258,3.584,3.951,4.277,4.443,4.533,4.605,4.564,4.443,4.234,3.35,3.767,4.225,4.655,4.746,4.956,5.131,5.221,5.203,5.094,12.613,6.804,7.483,1.1,0.679,3.847,3.15,14.83,10.901,9.375,8.516,7.616,5.668,0.674,0.436,0.268,0.167,0.107,0.067,16.822,13.411,12.113,12.432,12.169,10.725,0.765,0.536,0.346,0.244,0.171,0.128,16.598,13.236,12.08,12.098,11.717,9.74,89.208,3.37,C1CSC(CS1)(C1CCCC1)C1SCCSC1c1cscn1,1276.42
370.52,9.263,29.578,39.658,31.875,43.328,0.739,0.991,0.797,1.083,0.092,40,26,0,44,30,27,43.5,3,0.068,27,14,22,2,0,2,2,4,35.0,55.0,5.0,0.0,0,22,5,6,28,26,1,1.0,0.077,1.077,4,0.8,2,3,1,2,0.9,105.835,180.83,98.51,144,376,349.011,192.229,563.64,396.601,175,417,398.377,217.025,650.3,441.211,11.667,7.4,5.694,2.354,23,42,2.0,21.266,2.229,2.266,0.217,53.0,8,1.007,42,122.765,5.105,0.0,1.0,209,8.038,1.121,18.385,75,1028,87,2.411,6851,11267,7468,19708,24.231,472,26730,15.689,6.64,2.755,4.007,0.572,0.351,0.213,0.114,0.66,1.577,8.562,26.094,51.0,1.962,18.728,15.895,0.0,0.0,0.0,7.462,9.556,4.108,0.0,0,0.0,3.434,4.977,5.861,6.76,7.666,8.578,9.493,10.411,11.329,12.25,4.111,5.434,3.045,6.969,5.209,8.607,7.154,10.303,3.434,3.761,4.127,4.477,4.718,4.875,5.063,5.187,5.268,5.252,3.795,4.46,5.165,5.857,6.417,6.873,7.414,7.896,8.332,8.621,12.759,7.81,13.065,1.673,5.255,4.023,3.306,17.347,12.916,11.228,10.207,9.231,7.355,0.667,0.431,0.267,0.167,0.106,0.066,15.427,10.075,7.756,6.198,4.929,3.328,0.593,0.336,0.185,0.102,0.057,0.03,18.054,13.824,12.368,11.531,10.724,8.486,87.532,3.767,c1ccc(nc1)c1ccsc1c1c(ccc2c1cccc2)c1scnc1,1242.05
244.33,7.186,20.961,34.036,22.046,38.694,0.617,1.001,0.648,1.138,0.131,34,18,1,36,20,11,25.5,2,0.056,11,16,13,4,1,0,0,5,47.1,38.2,11.8,2.9,4,9,3,3,17,17,0,0.944,0.0,1.0,3,1.0,1,2,0,0,0.55,41.554,105.758,0.0,94,238,261.691,103.956,347.55,251.336,110,243,255.497,121.205,380.15,261.087,8.667,6.15,4.0,1.836,14,27,1.581,13.811,2.077,2.154,0.269,39.0,5,0.896,25,74.948,4.351,5.161,0.8,128,7.111,1.025,10.494,45,370,50,2.261,2650,4235,2725,6699,17.772,278,4185,11.564,5.0,2.378,3.212,0.57,0.335,0.19,0.101,1.257,1.651,10.514,17.814,36.833,2.046,12.856,10.408,0.002,0.0,0.0,7.546,6.618,2.743,0.0,2,0.463,3.045,4.554,5.398,6.263,7.128,8.001,8.873,9.749,10.624,11.5,3.714,5.004,2.398,6.5,4.443,8.09,6.293,9.73,3.045,3.332,3.611,3.871,4.043,4.043,4.094,4.078,3.97,3.807,3.277,3.801,4.358,4.916,5.283,5.51,5.837,6.03,6.157,6.216,12.039,6.373,8.476,1.33,2.102,3.641,2.962,12.372,8.843,7.677,6.546,5.458,4.239,0.687,0.442,0.284,0.182,0.116,0.076,10.258,5.972,4.462,3.075,2.125,1.412,0.57,0.299,0.165,0.085,0.045,0.025,12.372,8.843,7.677,6.546,5.458,4.239,56.119,3.092,CN1CNC(NC1)c1ncccc1c1cocc1,1218.57
